Name,Url,SizeOfOptionalHeader,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags
chkntfs.exe,http://www.114633.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=0,224,9,0,11776,4608,0,10417,4096,16384,512,6,1,6,1,6,1,28672,1024,33859,3,33088,262144,8192,1048576,4096
choice.exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,9,0,24576,5120,0,10378,4096,28672,512,6,1,6,1,6,1,40960,1024,34112,3,33088,262144,8192,1048576,4096
cipher.exe,http://zoetekroon.nl/wp-content/themes/simplo/css/prettyPhoto.css,224,9,0,31744,14336,0,29709,4096,36864,512,6,1,6,1,6,1,57344,1024,72063,3,33088,262144,8192,1048576,4096
cleanmgr.exe,http://img.ph.126.net/WiVhOKTn3KbW3BFnump5gQ==/1321806490650154680.jpg,224,9,0,27648,184320,0,26157,4096,32768,512,6,1,6,1,6,1,225280,1024,268970,2,33088,262144,8192,1048576,4096
cliconfg.exe,dailymuktobangali.com,224,9,0,8192,32768,0,6119,4096,12288,4096,6,1,6,1,6,1,45056,4096,53300,2,33088,262144,8192,1048576,4096
clip.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E8%88%9E%E8%B9%88%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,20480,5632,0,6800,4096,24576,512,6,1,6,1,6,1,36864,1024,64496,3,33088,262144,8192,1048576,4096
cmd.exe,http://www.ertonghua.net/uploads/allimg/130521/1-130521211I4C4.gif,224,9,0,142848,158720,0,33434,4096,139264,512,6,1,6,1,6,1,311296,1024,359229,3,33088,1048576,1036288,1048576,4096
cmdkey.exe,http://www.thereefrestaurant.com/wp-content/plugins/lightbox-gallery/lightbox-gallery.css,224,9,0,8704,7168,0,9712,4096,16384,512,6,1,6,1,6,1,28672,1024,66361,3,33088,262144,8192,1048576,4096
cmmon32.exe,khaolakstationtour.com,224,9,0,34816,9216,0,28895,4096,40960,512,6,1,6,1,5,0,53248,1024,74682,2,33088,262144,8192,1048576,4096
cmstp.exe,http://hotlinegsm.com/products/mobile-and-tablet/nokia-lumia-900-detail,224,9,0,74240,11776,0,58369,4096,81920,512,6,1,6,1,5,0,98304,1024,97493,2,33088,262144,8192,1048576,4096
cofire.exe,dardash.info,224,9,0,14848,5120,0,14909,4096,20480,512,6,1,6,1,6,1,32768,1024,26812,3,33088,262144,8192,1048576,4096
colorcpl.exe,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E8%8A%B1%E7%93%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,9,0,3584,81920,0,5269,4096,8192,512,6,1,6,1,6,1,98304,1024,129285,2,33088,262144,8192,1048576,4096
comrepl.exe,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/all,224,9,0,8192,4096,0,8697,4096,12288,512,6,1,6,1,6,1,24576,1024,69865,3,33088,262144,8192,1048576,4096
MigRegDB.exe,http://www.counterdata.com/count.php?page=255406&style=0505024&nbdigits=5,224,9,0,6656,5120,0,7390,4096,12288,512,6,1,6,1,6,1,24576,1024,36023,3,33088,262144,8192,1048576,4096
comp.exe,http://s96.cnzz.com/stat.php?id=5594473&web_id=5594473&show=pic1,224,9,0,15360,4608,0,13675,4096,20480,512,6,1,6,1,6,1,32768,1024,65951,3,33088,262144,4096,1048576,4096
compact.exe,http://portal.dddgaming.com/docs/rules/15027/cn/game_cn.html?amluMjAxNQ%3D%3D,224,9,0,13312,19968,0,13942,4096,20480,512,6,1,6,1,6,1,45056,1024,69266,3,33088,262144,8192,1048576,4096
CompMgmtLauncher.exe,http://www.thereefrestaurant.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=2.2.10,224,9,0,45568,108032,0,11077,4096,53248,512,6,1,6,1,6,1,163840,1024,159762,2,33088,262144,8192,1048576,4096
ComputerDefaults.exe,http://grasslandhotel.com.vn/index.php/tours/mysontours/items/fbtrack.js,224,9,0,5120,30720,0,5442,4096,12288,512,6,1,6,1,6,1,49152,1024,75825,2,33088,262144,8192,1048576,4096
conhost.exe,http://www.homepage-dienste.com/cgi-bin/counterserver/counter.pl?user=pokerlounge-langenfeld,224,9,0,221696,48640,0,24831,4096,229376,512,6,1,6,1,6,1,282624,1024,336094,2,33088,262144,12288,1048576,4096
consent.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E7%AB%AF%E5%8D%88%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,38912,55296,0,18121,4096,45056,512,6,1,6,1,6,1,110592,1024,145966,2,33216,262144,8192,1048576,4096
control.exe,http://dat.zoosnet.net/JS/LsJS.aspx?siteid=DAT46229892&float=1&lng=cn,224,9,0,9728,102912,0,11168,4096,16384,512,6,1,6,1,6,1,126976,1024,126863,2,33088,262144,8192,1048576,4096
convert.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E5%88%86%E4%BA%AB%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,12800,4096,0,12181,4096,20480,512,6,1,6,1,6,1,32768,1024,75907,3,33088,262144,8192,1048576,4096
credwiz.exe,http://www.824555.com/cl/?module=System&method=LiveTop&args=livehall,224,9,0,18944,11776,0,17129,4096,24576,512,6,1,6,1,6,1,40960,1024,31496,2,33088,262144,8192,1048576,4096
cscript.exe,http://www.fashion86.com.cn/db_picture/200608/09/1155080848657622.jpg,224,9,0,87040,38912,0,12518,4096,90112,512,6,1,6,1,5,0,139264,1024,165177,3,33088,1048576,32768,1048576,4096
csrss.exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,9,0,2048,3584,0,4994,4096,8192,512,6,1,6,1,6,1,20480,1024,61610,1,1344,262144,12288,1048576,4096
csrstub.exe,http://9779.info/ppt%E5%89%AA%E8%B4%B4%E7%94%BB%20%E5%9B%A2%E9%98%9F/,224,9,0,36864,13312,0,10407,4096,40960,512,6,1,6,1,6,1,57344,1024,48935,3,33088,262144,8192,1048576,4096
ctfmon.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,3584,4608,0,5354,4096,8192,512,6,1,6,1,6,1,20480,1024,40334,2,33088,262144,8192,1048576,4096
cttune.exe,http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,61440,247808,0,58807,4096,65536,512,6,1,6,1,6,1,319488,1024,361059,2,33088,262144,8192,1048576,4096
cttunesvr.exe,http://golfsource.us/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2dvbGZzb3VyY2UudXMvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9MTpjb21pbmctc29vbiZJdGVtaWQ9Nw==,224,9,0,26112,10240,0,25166,4096,32768,512,6,1,6,1,6,0,49152,1024,40343,2,33088,262144,8192,1048576,4096
dccw.exe,http://img10.007swz.com/cpimg/pintupinban/sWelLTBIY0_1367084012.jpg,224,9,0,77312,791040,0,70387,4096,81920,512,6,1,6,1,6,1,876544,1024,886637,2,33088,262144,8192,1048576,4096
dcomcnfg.exe,http://www.ilovespeedbumps.com/the-idiots-overview-of-webserver-mentioned/,224,9,0,4096,4096,0,5856,4096,8192,512,6,1,6,1,6,1,20480,1024,16323,2,33088,262144,8192,1048576,4096
ddodiag.exe,http://www.fecasing.com/eWebEditor/uploadfile/2008717101333102.jpg,224,9,0,27648,9216,0,26798,4096,32768,512,6,1,6,1,6,1,49152,1024,87417,2,33088,262144,8192,1048576,4096
Defrag.exe,artshoppe.co.za/steve/panel/secure.php,224,9,0,43008,133120,0,28581,4096,49152,512,6,1,6,1,6,1,188416,1024,228116,3,33088,262144,8192,1048576,4096
DeviceDisplayObjectProvider.exe,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%A3%89%E7%AD%BE%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,77312,8704,0,72841,4096,81920,512,6,1,6,1,6,1,98304,1024,106329,2,33088,262144,8192,1048576,4096
DeviceEject.exe,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,8704,17408,0,6541,4096,16384,512,6,1,6,1,6,1,40960,1024,30263,2,33088,262144,8192,1048576,4096
DevicePairingWizard.exe,http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,224,9,0,15360,55808,0,16320,4096,20480,512,6,1,6,1,6,1,81920,1024,134043,2,33088,262144,8192,1048576,4096
DFDWiz.exe,http://grasslandhotel.com.vn/index.php/component/djcatalog2/item/7,224,9,0,55296,13312,0,35457,4096,61440,512,6,1,6,1,6,1,81920,1024,104117,2,33088,262144,8192,1048576,4096
dfrgui.exe,thanhchungcu.com,224,9,0,99328,487424,0,82426,4096,106496,512,6,1,6,1,6,1,598016,1024,594129,2,33088,262144,8192,1048576,4096
diantz.exe,http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,224,9,0,84480,11264,0,56384,4096,90112,512,6,1,6,1,6,1,106496,1024,110034,3,33088,262144,8192,1048576,4096
dinotify.exe,http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,3584,4096,0,5211,4096,8192,512,6,1,6,1,6,1,20480,1024,54834,2,33088,262144,8192,1048576,4096
diskpart.exe,http://img5.ph.126.net/D4T788K13Cwvwi1zlmsB-A==/2848245289352127815.jpg,224,9,0,122368,11264,0,119081,4096,126976,512,6,1,6,1,6,1,143360,1024,192621,3,33088,262144,8192,1048576,4096
diskperf.exe,http://9779.info/%E5%88%9B%E6%84%8F%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,12288,6144,0,13410,4096,16384,512,6,1,6,1,6,1,28672,1024,29956,3,33088,262144,8192,1048576,4096
diskraid.exe,http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,224,9,0,260608,17408,0,261025,4096,266240,512,6,1,6,1,6,1,290816,1024,323369,3,33088,262144,8192,1048576,4096
DismHost.exe,http://wsq.discuz.qq.com/?c=site&a=qrconnect&siteid=263006088&siteuid=0&qrreferer=http%3A%2F%2Fpjhku.com%2F&tt=1437502242&signature=2d7f626c00dac46e45815fff4281cb8138f99383,224,9,0,69632,112640,0,39564,4096,73728,512,6,1,6,1,5,1,188416,1024,104512,2,33088,262144,8192,1048576,4096
Dism.exe,http://mp3-pesnja.com/song/%D0%B4%D0%B6%D1%83%D0%BD%D0%B3%D0%BB%D0%B8+%D0%B7%D0%BE%D0%B2%D1%83%D1%82+%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D0%BE%D0%BC+%D0%B2+%D1%81%D1%80%D0%B5%D0%B4%D1%83,224,9,0,152576,264704,0,107200,4096,159744,512,6,1,6,1,5,1,430080,1024,265081,3,33088,262144,8192,1048576,4096
dispdiag.exe,http://chinacxyy.com/piccodejs-000.asp?lm2=188&x=5&y=1&w=118&h=155&open=1&n=10&tj=0,224,9,0,112640,24576,0,45623,4096,118784,512,6,1,6,1,6,0,151552,1024,158640,3,33088,262144,8192,1048576,4096
DisplaySwitch.exe,http://jornalistasdeangola.com/?tag=%e8%82%b2%e6%af%9b%e7%94%a8%e3%82%b7%e3%83%a3%e3%83%b3%e3%83%97%e3%83%bc,224,9,0,33280,489472,0,30579,4096,40960,512,6,1,6,1,6,1,536576,1024,537168,2,33088,262144,8192,1048576,4096
djoin.exe,creatives.globaltronics.net/blog/crea.bin,224,9,0,37376,55296,0,29115,4096,45056,512,6,1,6,1,6,1,102400,1024,108249,3,33088,262144,8192,1048576,4096
svchost.exe,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,77824,25600,0,50674,4096,81920,512,6,1,6,1,5,1,114688,1024,161849,2,33088,262144,8192,1048576,4096
dllhost.exe,http://9779.info/%E6%9F%93%E7%BA%B8%E4%BD%9C%E5%93%81%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,4096,2560,0,5641,4096,8192,512,6,1,6,1,6,1,20480,1024,61319,2,32832,262144,16384,1048576,4096
dllhst3g.exe,http://chinesevie.com/index.php?option=com_content&view=category&id=40&Itemid=311&lang=en,224,9,0,4096,2560,0,5641,4096,8192,512,6,1,6,1,6,1,20480,1024,49516,2,33088,262144,16384,1048576,4096
dnscacheugc.exe,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,22528,6144,0,18990,4096,28672,512,6,1,6,1,6,1,40960,1024,42625,3,33088,262144,8192,1048576,4096
doskey.exe,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,11264,4096,0,10651,4096,16384,512,6,1,6,1,6,1,28672,1024,75870,3,33088,262144,8192,1048576,4096
dpapimig.exe,librores.press,224,9,0,12800,58880,0,10987,4096,20480,512,6,1,6,1,6,1,86016,1024,135385,2,33088,262144,8192,1048576,4096
DpiScaling.exe,http://5121188.com/yiyuanxiangguan/meitibaodao/20141021/283.html,224,9,0,4096,72192,0,5559,4096,8192,512,6,1,6,1,6,1,90112,1024,137818,2,33088,262144,8192,1048576,4096
dplaysvr.exe,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%20%E6%B1%BD%E8%BD%A6/,224,9,0,23552,5632,0,13973,4096,28672,512,6,1,6,1,6,1,40960,1024,94168,2,33088,262144,8192,1048576,4096
dpnsvr.exe,http://9779.info/%E6%BC%82%E4%BA%AE%E7%9A%84%E6%92%95%E8%B4%B4%E7%94%BB/,224,9,0,27648,5632,0,12469,4096,32768,512,6,1,6,1,6,1,45056,1024,43386,2,33088,262144,8192,1048576,4096
driverquery.exe,phacheminhquan.com,224,9,0,58880,7168,0,30943,4096,65536,512,6,1,6,1,6,1,77824,1024,81380,3,33088,262144,8192,1048576,4096
BrmfRsmg.exe,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,224,8,0,40960,20480,0,39227,4096,45056,512,6,0,6,0,5,1,69632,1024,81314,2,33088,204800,131072,1048576,4096
fsquirt.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E4%BC%98%E7%A7%80%E5%9B%BE%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,39936,179712,0,26412,4096,45056,512,6,1,6,1,6,1,229376,1024,272847,2,33088,262144,8192,1048576,4096
ditrace.exe,http://9779.info/%E5%B9%BF%E5%91%8A%E6%8B%9B%E8%B4%B4%E7%94%BB%E7%8E%AF%E4%BF%9D%E5%9B%BE%E7%89%87/,224,8,0,220672,34304,0,162006,4096,225280,512,6,0,6,0,6,0,327680,1024,297517,3,33088,262144,8192,1048576,4096
xlog.exe,http://pjhku.com/plugin.php?id=levsign&m=2&fh=6848d1f0&hook=1&mobile=no,224,8,0,109568,22016,0,64961,4096,114688,512,6,0,6,0,6,0,155648,1024,195398,3,33088,262144,8192,1048576,4096
vmicsvc.exe,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,199680,16896,0,93034,4096,204800,512,6,1,6,1,5,0,229376,1024,269185,2,33088,262144,8192,1048576,4096
drvinst.exe,http://wangqiao365.com/e/wap/list.php?classid=1&style=0&bclassid=0,224,9,0,242688,9728,0,215801,4096,249856,512,6,1,6,1,6,1,266240,1536,254050,3,33088,262144,8192,1048576,4096
DeviceProperties.exe,http://nossafail.blogspot.com.br/2013/10/tomando-garrafa-de-vodka-em-15-segundos.html,224,9,0,3584,87552,0,5482,4096,8192,512,6,1,6,1,6,1,102400,1024,138659,2,33088,262144,8192,1048576,4096
dialer.exe,longridgeclayshooting.co.uk,224,9,0,23552,10752,0,22928,4096,28672,512,6,1,6,1,6,1,45056,1024,65410,2,33088,262144,8192,1048576,4096
dvdplay.exe,http://minidvdsoft.com/mp3tocd/how_to_use_free_mp3tocd_converter_burner.html,224,9,0,4096,5120,0,5727,4096,8192,512,6,1,6,1,6,1,20480,1024,57626,2,33088,262144,8192,1048576,4096
dvdupgrd.exe,http://wfkwyty.kwedu.cn/uploadfile/2012/1201/20121201101630349.jpg,224,9,0,16896,4096,0,11616,4096,24576,512,6,1,6,1,6,1,36864,1024,44215,2,33088,262144,8192,1048576,4096
dwm.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7/,224,9,0,77312,20992,0,21549,4096,77824,512,6,1,6,1,6,1,106496,1024,135151,2,33088,262144,8192,1048576,4096
DWWIN.EXE,http://www.3344mt.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,224,9,0,111616,17920,0,16201,4096,118784,512,6,1,6,1,6,1,139264,1024,178616,2,33088,262144,8192,1048576,4096
dxdiag.exe,http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,224,9,0,216064,55808,0,125558,4096,221184,512,6,1,6,1,6,1,282624,1024,296357,2,33088,262144,8192,1048576,4096
Dxpserver.exe,http://www.5068.com/uploads/allimg/130821/81_130821132845_1_lit.jpg,224,9,0,154624,55296,0,94091,4096,159744,512,6,1,6,1,6,1,217088,1024,270650,2,33088,262144,8192,1048576,4096
Eap3Host.exe,http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,5632,4096,0,6783,4096,12288,512,6,1,6,1,6,1,24576,1024,27555,2,33088,262144,8192,1048576,4096
efsui.exe,http://adinamed.com/news/index.php?page=7&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,224,9,0,7680,4096,0,7953,4096,12288,512,6,1,6,1,6,1,24576,1024,24611,2,33088,262144,32768,1048576,4096
EhStorAuthn.exe,http://images.onccc.com/i001/20130724/03/big_a2f862171659e07752243cb008b8771f.jpg,224,9,0,48640,81920,0,35106,4096,53248,512,6,1,6,1,6,1,139264,1024,171389,2,33088,262144,8192,1048576,4096
expand.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E5%A2%99%E4%B8%8A%E8%A3%85%E9%A5%B0%E8%B4%B4%E7%94%BB/,224,9,0,40448,18944,0,26201,4096,45056,512,6,1,6,1,5,1,65536,1024,104824,3,33088,262144,8192,1048576,4096
extrac32.exe,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,224,9,0,46080,11776,0,24335,4096,53248,512,6,1,6,1,5,1,69632,1024,101619,2,33088,262144,8192,1048576,4096
f-response-ent.exe,http://schertzauto.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.2.1,224,9,0,750080,254976,0,276395,4096,757760,512,5,0,0,0,5,0,1056768,1024,377324,3,32768,1048576,4096,1048576,4096
fc.exe,http://9779.info/%E7%81%AB%E6%9F%B4%E5%81%9A%E7%9A%84%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,9,0,15360,4096,0,14026,4096,20480,512,6,1,6,1,6,1,32768,1024,38236,3,33088,262144,8192,1048576,4096
find.exe,http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,224,9,0,9216,3584,0,4766,4096,16384,512,6,1,6,1,6,1,28672,1024,68214,3,33088,262144,8192,1048576,4096
findstr.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,20992,40960,0,8070,4096,24576,512,6,1,6,1,6,1,73728,1024,85971,3,33088,262144,8192,1048576,4096
finger.exe,http://lovettz.com/starburst-wall-decor-beauty-star/decorative-wall-shelf-figura-set/,224,9,0,5120,5120,0,6141,4096,12288,512,6,1,6,1,6,1,24576,1024,71475,3,33088,262144,8192,1048576,4096
fixmapi.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E9%BA%A6%E6%9D%86%E8%B4%B4%E7%94%BB/,224,9,0,9728,4096,0,7742,4096,20480,512,6,1,6,1,6,1,32768,1024,24652,2,33088,262144,8192,1048576,4096
fltMC.exe,http://pre-edu.tzsz.net/picture/article/60/e8/2b/11e78ac74be3a82a77c8bc89241e/26ab0d5f-f9a8-4f46-b976-d18ee4ca64f3.jpg,224,9,0,13312,5120,0,13697,4096,20480,512,6,1,6,1,6,1,32768,1024,46079,3,33088,262144,8192,1048576,4096
fontview.exe,http://13801993263.com/wp-content/themes/glossy-stylo/style.css?ver=4.2.2,224,9,0,17920,88576,0,17186,4096,24576,512,6,1,6,1,6,1,118784,1024,111933,2,33088,262144,8192,1048576,4096
forfiles.exe,http://bjpgqsc.com/jypt/class/?0.html&page=3&showtj=&showhot=&key=,224,9,0,36352,6656,0,22253,4096,40960,512,6,1,6,1,6,1,53248,1024,88026,3,33088,262144,8192,1048576,4096
fsutil.exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,9,0,66048,8192,0,62633,4096,73728,512,6,1,6,1,6,1,86016,1024,139056,3,33088,262144,8192,1048576,4096
ftp.exe,http://www.pubyun.com/wiki/lib/exe/js.php?tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,34304,27136,0,33613,4096,40960,512,6,1,6,1,6,1,73728,1024,107858,3,33088,262144,8192,1048576,4096
fvenotify.exe,energy-utama.com,224,9,0,21504,93696,0,17896,4096,28672,512,6,1,6,1,6,1,131072,1024,117511,2,33088,262144,8192,1048576,4096
fveprompt.exe,http://zoetekroon.nl/wp-content/themes/simplo/css/prettyPhoto.css,224,9,0,11264,93184,0,9221,4096,16384,512,6,1,6,1,6,1,118784,1024,128631,2,33088,262144,8192,1048576,4096
FXSCOVER.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E7%BA%BF%E6%8F%8F%E4%BD%9C%E5%93%81%E6%AC%A3%E8%B5%8F/,224,9,0,151552,41984,0,121110,4096,155648,512,6,1,6,1,6,1,204800,1024,237482,2,33088,262144,8192,1048576,4096
FXSSVC.exe,http://ww2.sinaimg.cn/large/005HIGxJgw1ent3ut7tq3j30ri0dt77l.jpg,224,9,0,472064,52224,0,374529,4096,479232,512,6,1,6,1,6,1,536576,1024,538810,3,33088,1048576,32768,1048576,4096
FXSUNATD.exe,http://9779.info/%E6%96%87%E6%98%8E%E5%9C%A8%E6%88%91%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,11776,8192,0,8483,4096,16384,512,6,1,6,1,6,1,32768,1024,42407,3,33088,262144,8192,1048576,4096
getmac.exe,http://9779.info/%E8%93%9D%E8%89%B2%E6%B5%B7%E6%B4%8B%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,57856,7168,0,29185,4096,65536,512,6,1,6,1,6,1,77824,1024,99457,3,33088,262144,8192,1048576,4096
gpresult.exe,http://www.pubyun.com/blog/cloud/%e4%ba%91%e8%ae%a1%e7%ae%97%e6%96%b9%e9%9d%a2%e7%9a%84%e4%b8%80%e4%ba%9b%e4%ba%a4%e6%b5%81%e5%88%86%e4%ba%ab/,224,9,0,118272,9728,0,83235,4096,122880,512,6,1,6,1,6,1,139264,1024,138190,3,33088,262144,8192,1048576,4096
gpscript.exe,http://3cf.ru/2015/07/20/analitiki-alfa-banka-predskazali-medlennyi-podem-ekonomiki-so-dna/,224,9,0,18944,5632,0,18289,4096,24576,512,6,1,6,1,6,1,36864,1024,48793,2,33088,262144,32768,1048576,4096
gpupdate.exe,http://3cf.ru/2015/03/04/iz-vzorvannoi-shahty-v-donecke-pytautsia-spasti-70-shahterov/,224,9,0,10752,7680,0,11274,4096,16384,512,6,1,6,1,6,1,28672,1024,58319,3,33088,262144,8192,1048576,4096
grpconv.exe,http://9779.info/%E5%86%B0%E6%A3%92%E6%A3%8D%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,9728,6144,0,9972,4096,16384,512,6,1,6,1,6,1,28672,1024,56771,2,33088,262144,8192,1048576,4096
hdwwiz.exe,http://img.18183.duoku.com/uploads/allimg/150707/86-150FGG310-50.jpg,224,9,0,7680,56832,0,5654,4096,12288,512,6,1,6,1,6,1,73728,1024,67344,2,33088,262144,8192,1048576,4096
help.exe,http://chinacxyy.com/newscodejs.asp?lm2=185&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,9,0,4608,3584,0,6330,4096,12288,512,6,1,6,1,6,1,24576,1024,52664,3,33088,262144,8192,1048576,4096
HOSTNAME.EXE,http://files-info.com.s3.amazonaws.com/t-view/1.0.1.5/inethnfd-setup.exe,224,9,0,4096,4608,0,5375,4096,8192,512,6,1,6,1,6,1,20480,1024,34618,3,33088,262144,8192,1048576,4096
hwrcomp.exe,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%83%8C%E6%99%AF%E5%A2%99%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,29184,5632,0,12339,4096,36864,512,6,1,6,1,6,0,49152,1024,44208,3,33088,262144,8192,1048576,4096
hwrreg.exe,http://lovettz.com/wooden-interlocking-monogram-wall-decor/monogram-wall-decor-design-black/,224,9,0,14848,165888,0,14190,4096,20480,512,6,1,6,1,6,0,192512,1024,238015,3,33088,262144,8192,1048576,4096
icacls.exe,http://troikacapital.ru/registratsiya_ooo_v_moskve_i_moskovskoy_oblasti,224,9,0,21504,5120,0,21641,4096,28672,512,6,1,6,1,6,0,40960,1024,40535,3,33088,262144,8192,1048576,4096
icardagt.exe,fapet.ipb.ac.id/isai/modules/mod_upgrade/gate.php,224,8,0,563200,48640,0,437132,4096,569344,512,5,0,8,0,5,0,622592,1024,624888,2,33088,1048576,8192,1048576,4096
icsunattend.exe,http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,224,9,0,9728,4096,0,9667,4096,16384,512,6,1,6,1,6,1,28672,1024,75933,3,33088,262144,8192,1048576,4096
ie4uinit.exe,hg-bikes.de,224,10,0,65024,8192,0,7049,4096,69632,512,6,1,6,1,6,0,81920,1024,86515,2,33088,262144,8192,1048576,4096
ieUnatt.exe,http://hotlinegsm.com/products/mobile-and-tablet/sony-ericsson-xperia-arc-s-detail,224,10,0,112128,32768,0,62086,4096,118784,512,6,1,6,1,6,0,155648,1024,207007,3,33088,262144,8192,1048576,4096
iexpress.exe,http://www.711100.com/cl/tpl/commonFile/css/jquery-ui/brown/jquery-ui-1.9.2.custom.css?v=ver17.32,224,10,0,54272,103936,0,52069,4096,61440,512,6,1,6,1,6,0,167936,1024,197668,2,33088,262144,8192,1048576,4096
IMJPDADM.EXE,http://chinesevie.com/index.php?option=com_content&view=article&id=112&Itemid=53&lang=en,224,9,0,10752,4096,0,10684,4096,16384,512,6,1,6,1,6,1,28672,1024,49720,3,33088,262144,8192,1048576,4096
IMJPDCT.EXE,http://fpdownload2.macromedia.com/pub/shockwave/cabs/flash/swflash.cab,224,9,0,168448,196608,0,31275,4096,176128,512,6,1,6,1,6,1,376832,1024,354613,2,33088,262144,8192,1048576,4096
